Isolate.ID,Rep,Day,Media,Temp,Count
H7-0694,A,14,BHI,10,18600000
H7-0694,B,14,BHI,10,27300000
H7-0694,C,14,BHI,10,37900000
H7-0710,A,14,BHI,10,47800000
H7-0710,B,14,BHI,10,38400000
H7-0710,C,14,BHI,10,48300000
H7-0713,A,14,BHI,10,19700000
H7-0713,B,14,BHI,10,35800000
H7-0713,C,14,BHI,10,4.70E+07
H7-0718,A,14,BHI,10,7720000
H7-0718,B,14,BHI,10,11100000
H7-0718,C,14,BHI,10,12300000
H7-0918,A,14,BHI,10,3210000
H7-0918,B,14,BHI,10,4870000
H7-0918,C,14,BHI,10,3900000
H8-0069,A,14,BHI,10,23900000
H8-0069,B,14,BHI,10,32400000
H8-0069,C,14,BHI,10,24600000
H8-0147,A,14,BHI,10,27400000
H8-0147,B,14,BHI,10,21100000
H8-0147,C,14,BHI,10,16500000
H8-0175,A,14,BHI,10,39300000
H8-0175,B,14,BHI,10,21700000
H8-0175,C,14,BHI,10,24800000
H8-0237,A,14,BHI,10,44500000
H8-0237,B,14,BHI,10,32600000
H8-0237,C,14,BHI,10,20900000
J3-0153,A,14,BHI,10,21800000
J3-0153,B,14,BHI,10,17500000
J3-0153,C,14,BHI,10,24300000
J3-0155,A,14,BHI,10,24400000
J3-0155,B,14,BHI,10,38800000
J3-0155,C,14,BHI,10,34100000
J3-0159,A,14,BHI,10,10700000
J3-0159,B,14,BHI,10,7390000
J3-0159,C,14,BHI,10,12800000
R5-0636,A,14,BHI,10,1.46E+08
R5-0636,B,14,BHI,10,2.09E+08
R5-0636,C,14,BHI,10,1.72E+08
R5-0883,A,14,BHI,10,93500000
R5-0883,B,14,BHI,10,1.69E+08
R5-0883,C,14,BHI,10,2.19E+08
R5-0923,A,14,BHI,10,1.35E+08
R5-0923,B,14,BHI,10,1.32E+08
R5-0923,C,14,BHI,10,1.28E+08
R5-0937,A,14,BHI,10,6750000
R5-0937,B,14,BHI,10,34700000
R5-0937,C,14,BHI,10,1.42E+08
F4-0085,A,14,SMB,10,460000
F4-0085,B,14,SMB,10,17100000
F4-0085,C,14,SMB,10,38700000
F4-0126,A,14,SMB,10,39100000
F4-0126,B,14,SMB,10,24900000
F4-0126,C,14,SMB,10,380000
F4-0134,A,14,SMB,10,2020000
F4-0134,B,14,SMB,10,240000
F4-0134,C,14,SMB,10,4060000
F4-0152,A,14,SMB,10,21100000
F4-0152,B,14,SMB,10,23500000
F4-0152,C,14,SMB,10,13600000
F4-0242,A,14,SMB,10,83600000
F4-0242,B,14,SMB,10,46200000
F4-0242,C,14,SMB,10,5.59E+08
H3-0280,A,14,SMB,10,6870000
H3-0280,B,14,SMB,10,358000
H3-0280,C,14,SMB,10,418000
H3-0287,A,14,SMB,10,232000
H3-0287,B,14,SMB,10,264000
H3-0287,C,14,SMB,10,80000
H3-0464,A,14,SMB,10,600
H3-0464,B,14,SMB,10,200
H3-0464,C,14,SMB,10,460
H3-0465,A,14,SMB,10,198000
H3-0465,B,14,SMB,10,4.00E+07
H3-0465,C,14,SMB,10,2.69E+08
H7-0433,A,14,SMB,10,130000
H7-0433,B,14,SMB,10,142000
H7-0433,C,14,SMB,10,401000
H7-0443,A,14,SMB,10,16800000
H7-0443,B,14,SMB,10,14700000
H7-0443,C,14,SMB,10,14800000
H7-0604,A,14,SMB,10,1.80E+07
H7-0604,B,14,SMB,10,3740000
H7-0604,C,14,SMB,10,6870000
H7-0694,A,14,SMB,10,6230000
H7-0694,B,14,SMB,10,6660000
H7-0694,C,14,SMB,10,3800000
H7-0710,A,14,SMB,10,3900000
H7-0710,B,14,SMB,10,7080000
H7-0710,C,14,SMB,10,3100000
H7-0713,A,14,SMB,10,7900000
H7-0713,B,14,SMB,10,5010000
H7-0713,C,14,SMB,10,4010000
H7-0718,A,14,SMB,10,409000
H7-0718,B,14,SMB,10,1100000
H7-0718,C,14,SMB,10,961000
H7-0918,A,14,SMB,10,13400000
H7-0918,B,14,SMB,10,16300000
H7-0918,C,14,SMB,10,30800000
H8-0069,A,14,SMB,10,22800000
H8-0069,B,14,SMB,10,24600000
H8-0069,C,14,SMB,10,12600000
H8-0147,A,14,SMB,10,12500000
H8-0147,B,14,SMB,10,12300000
H8-0147,C,14,SMB,10,10700000
H8-0175,A,14,SMB,10,2.60E+07
H8-0175,B,14,SMB,10,13900000
H8-0175,C,14,SMB,10,21100000
H8-0237,A,14,SMB,10,4740000
H8-0237,B,14,SMB,10,20500000
H8-0237,C,14,SMB,10,18700000
J3-0153,A,14,SMB,10,0
J3-0153,B,14,SMB,10,20400
J3-0153,C,14,SMB,10,40900
J3-0155,A,14,SMB,10,46800000
J3-0155,B,14,SMB,10,10700000
J3-0155,C,14,SMB,10,21200000
J3-0159,A,14,SMB,10,9480000
J3-0159,B,14,SMB,10,10300000
J3-0159,C,14,SMB,10,9780000
R5-0636,A,14,SMB,10,3060000
R5-0636,B,14,SMB,10,1.75E+08
R5-0636,C,14,SMB,10,4040000
R5-0883,A,14,SMB,10,13200000
R5-0883,B,14,SMB,10,1400000
R5-0883,C,14,SMB,10,15100000
R5-0923,A,14,SMB,10,1320000
R5-0923,B,14,SMB,10,3.58E+08
R5-0923,C,14,SMB,10,1.57E+08
R5-0937,A,14,SMB,10,6340000
R5-0937,B,14,SMB,10,4790000
R5-0937,C,14,SMB,10,2340000
F4-0085,A,21,BHI,6,1.83E+08
F4-0085,B,21,BHI,6,78900000
F4-0085,C,21,BHI,6,72800000
F4-0126,A,21,BHI,6,17200000
F4-0126,B,21,BHI,6,20300000
F4-0126,C,21,BHI,6,21400000
F4-0134,A,21,BHI,6,14700000
F4-0134,B,21,BHI,6,18100000
F4-0134,C,21,BHI,6,2.50E+07
F4-0152,A,21,BHI,6,20300000
F4-0152,B,21,BHI,6,34100000
F4-0152,C,21,BHI,6,46100000
F4-0242,A,21,BHI,6,3020000
F4-0242,B,21,BHI,6,3410000
F4-0242,C,21,BHI,6,6510000
H3-0280,A,21,BHI,6,0
H3-0280,B,21,BHI,6,10200000
H3-0280,C,21,BHI,6,10800000
H3-0287,A,21,BHI,6,16600000
H3-0287,B,21,BHI,6,4550000
H3-0287,C,21,BHI,6,13100000
H3-0464,A,21,BHI,6,1270000
H3-0464,B,21,BHI,6,3300000
H3-0464,C,21,BHI,6,3480000
H3-0465,A,21,BHI,6,5450000
H3-0465,B,21,BHI,6,10500
H3-0465,C,21,BHI,6,6450000
H7-0433,A,21,BHI,6,17100000
H7-0433,B,21,BHI,6,13300000
H7-0433,C,21,BHI,6,3590000
H7-0443,A,21,BHI,6,4.70E+07
H7-0443,B,21,BHI,6,53200000
H7-0443,C,21,BHI,6,92300000
H7-0604,A,21,BHI,6,1.30E+07
H7-0604,B,21,BHI,6,13100000
H7-0604,C,21,BHI,6,20500000
H7-0694,A,21,BHI,6,11200000
H7-0694,B,21,BHI,6,45900000
H7-0694,C,21,BHI,6,16800000
H7-0710,A,21,BHI,6,99600000
H7-0710,B,21,BHI,6,3800000
H7-0710,C,21,BHI,6,91100000
H7-0713,A,21,BHI,6,0
H7-0713,B,21,BHI,6,1.04E+08
H7-0713,C,21,BHI,6,95900000
H7-0718,A,21,BHI,6,47700000
H7-0718,B,21,BHI,6,3860000
H7-0718,C,21,BHI,6,27700000
H7-0918,A,21,BHI,6,31400000
H7-0918,B,21,BHI,6,32100000
H7-0918,C,21,BHI,6,35600000
H8-0069,A,21,BHI,6,19400000
H8-0069,B,21,BHI,6,17300000
H8-0069,C,21,BHI,6,16900000
H8-0147,A,21,BHI,6,21300000
H8-0147,B,21,BHI,6,12900000
H8-0147,C,21,BHI,6,17900000
H8-0175,A,21,BHI,6,62900000
H8-0175,B,21,BHI,6,61400000
H8-0175,C,21,BHI,6,8.00E+07
H8-0237,A,21,BHI,6,10500000
H8-0237,B,21,BHI,6,60600000
H8-0237,C,21,BHI,6,38800000
J3-0153,A,21,BHI,6,1.06E+08
J3-0153,B,21,BHI,6,10700000
J3-0153,C,21,BHI,6,919000
J3-0155,A,21,BHI,6,57300000
J3-0155,B,21,BHI,6,48800000
J3-0155,C,21,BHI,6,57600000
J3-0159,A,21,BHI,6,18300000
J3-0159,B,21,BHI,6,2.90E+07
J3-0159,C,21,BHI,6,3.10E+07
R5-0636,A,21,BHI,6,1.27E+08
R5-0636,B,21,BHI,6,3330000
R5-0636,C,21,BHI,6,123000
R5-0883,A,21,BHI,6,2.08E+08
R5-0883,B,21,BHI,6,81800
R5-0883,C,21,BHI,6,1.15E+08
R5-0923,A,21,BHI,6,2.88E+08
R5-0923,B,21,BHI,6,1.57E+08
R5-0923,C,21,BHI,6,35200000
R5-0937,A,21,BHI,6,47900000
R5-0937,B,21,BHI,6,2980000
R5-0937,C,21,BHI,6,4800000
F4-0085,A,21,SMB,6,0
F4-0085,B,21,SMB,6,0
F4-0085,C,21,SMB,6,40000
F4-0126,A,21,SMB,6,2900000
F4-0126,B,21,SMB,6,3200000
F4-0126,C,21,SMB,6,0
F4-0134,A,21,SMB,6,0
F4-0134,B,21,SMB,6,0
F4-0134,C,21,SMB,6,0
F4-0152,A,21,SMB,6,0
F4-0152,B,21,SMB,6,0
F4-0152,C,21,SMB,6,0
F4-0242,A,21,SMB,6,0
F4-0242,B,21,SMB,6,0
F4-0242,C,21,SMB,6,102000
H3-0280,A,21,SMB,6,0
H3-0280,B,21,SMB,6,3120000
H3-0280,C,21,SMB,6,6920000
H3-0287,A,21,SMB,6,0
H3-0287,B,21,SMB,6,179000
H3-0287,C,21,SMB,6,0
H3-0464,A,21,SMB,6,0
H3-0464,B,21,SMB,6,21000
H3-0464,C,21,SMB,6,0
H3-0465,A,21,SMB,6,0
H3-0465,B,21,SMB,6,0
H3-0465,C,21,SMB,6,0
H7-0433,A,21,SMB,6,0
H7-0433,B,21,SMB,6,0
H7-0433,C,21,SMB,6,0
H7-0443,A,21,SMB,6,0
H7-0443,B,21,SMB,6,0
H7-0443,C,21,SMB,6,40900
H7-0604,A,21,SMB,6,0
H7-0604,B,21,SMB,6,0
H7-0604,C,21,SMB,6,0
H7-0694,A,21,SMB,6,60000
H7-0694,B,21,SMB,6,2360000
H7-0694,C,21,SMB,6,0
H7-0710,A,21,SMB,6,2420000
H7-0710,B,21,SMB,6,6020000
H7-0710,C,21,SMB,6,40000
H7-0713,A,21,SMB,6,8710000
H7-0713,B,21,SMB,6,0
H7-0713,C,21,SMB,6,47000
H7-0718,A,21,SMB,6,20000
H7-0718,B,21,SMB,6,0
H7-0718,C,21,SMB,6,1860000
H7-0918,A,21,SMB,6,0
H7-0918,B,21,SMB,6,0
H7-0918,C,21,SMB,6,0
H8-0069,A,21,SMB,6,0
H8-0069,B,21,SMB,6,0
H8-0069,C,21,SMB,6,780000
H8-0147,A,21,SMB,6,20000
H8-0147,B,21,SMB,6,0
H8-0147,C,21,SMB,6,0
H8-0175,A,21,SMB,6,180000
H8-0175,B,21,SMB,6,15200000
H8-0175,C,21,SMB,6,2760000
H8-0237,A,21,SMB,6,0
H8-0237,B,21,SMB,6,8870000
H8-0237,C,21,SMB,6,560000
J3-0153,A,21,SMB,6,160000
J3-0153,B,21,SMB,6,20000
J3-0153,C,21,SMB,6,2.00E+05
J3-0155,A,21,SMB,6,60400000
J3-0155,B,21,SMB,6,1.93E+08
J3-0155,C,21,SMB,6,10500000
J3-0159,A,21,SMB,6,12500000
J3-0159,B,21,SMB,6,7280000
J3-0159,C,21,SMB,6,8160000
R5-0636,A,21,SMB,6,981000
R5-0636,B,21,SMB,6,1.31E+08
R5-0636,C,21,SMB,6,429000
R5-0883,A,21,SMB,6,0
R5-0883,B,21,SMB,6,65100000
R5-0883,C,21,SMB,6,7.40E+07
R5-0923,A,21,SMB,6,0
R5-0923,B,21,SMB,6,1.12E+08
R5-0923,C,21,SMB,6,0
R5-0937,A,21,SMB,6,1710000
R5-0937,B,21,SMB,6,7900000
R5-0937,C,21,SMB,6,81800
F4-0085,A,21,BHI,10,12400000
F4-0085,B,21,BHI,10,15500000
F4-0085,C,21,BHI,10,10900000
F4-0126,A,21,BHI,10,3.00E+06
F4-0126,B,21,BHI,10,3920000
F4-0126,C,21,BHI,10,3160000
F4-0134,A,21,BHI,10,2580000
F4-0134,B,21,BHI,10,4580000
F4-0134,C,21,BHI,10,3500000
F4-0152,A,21,BHI,10,29400000
F4-0152,B,21,BHI,10,1.00E+07
F4-0152,C,21,BHI,10,3740000
F4-0242,A,21,BHI,10,2190000
F4-0242,B,21,BHI,10,3210000
F4-0242,C,21,BHI,10,3640000
H3-0280,A,21,BHI,10,0
H3-0280,B,21,BHI,10,2500000
H3-0280,C,21,BHI,10,2290000
H3-0287,A,21,BHI,10,5670000
H3-0287,B,21,BHI,10,6.00E+06
H3-0287,C,21,BHI,10,5150000
H3-0464,A,21,BHI,10,2740000
H3-0464,B,21,BHI,10,5120000
H3-0464,C,21,BHI,10,4470000
H3-0465,A,21,BHI,10,15700000
H3-0465,B,21,BHI,10,12400000
H3-0465,C,21,BHI,10,12300000
H7-0433,A,21,BHI,10,6270000
H7-0433,B,21,BHI,10,9300000
H7-0433,C,21,BHI,10,7410000
H7-0443,A,21,BHI,10,4110000
H7-0443,B,21,BHI,10,3310000
H7-0443,C,21,BHI,10,2510000
H7-0604,A,21,BHI,10,9790000
H7-0604,B,21,BHI,10,5470000
H7-0604,C,21,BHI,10,5380000
H7-0694,A,21,BHI,10,9930000
H7-0694,B,21,BHI,10,4180000
H7-0694,C,21,BHI,10,6800000
H7-0710,A,21,BHI,10,23300000
H7-0710,B,21,BHI,10,16500000
H7-0710,C,21,BHI,10,19400000
H7-0713,A,21,BHI,10,1.09E+08
H7-0713,B,21,BHI,10,12500000
H7-0713,C,21,BHI,10,12100000
H7-0718,A,21,BHI,10,10500000
H7-0718,B,21,BHI,10,8160000
H7-0718,C,21,BHI,10,5620000
H7-0918,A,21,BHI,10,1540000
H7-0918,B,21,BHI,10,2760000
H7-0918,C,21,BHI,10,4.90E+07
H8-0069,A,21,BHI,10,2.80E+07
H8-0069,B,21,BHI,10,19300000
H8-0069,C,21,BHI,10,14300000
H8-0147,A,21,BHI,10,15100000
H8-0147,B,21,BHI,10,19700000
H8-0147,C,21,BHI,10,2.50E+07
H8-0175,A,21,BHI,10,7980000
H8-0175,B,21,BHI,10,9670000
H8-0175,C,21,BHI,10,10900000
H8-0237,A,21,BHI,10,14700000
H8-0237,B,21,BHI,10,21800000
H8-0237,C,21,BHI,10,11600000
J3-0153,A,21,BHI,10,12200000
J3-0153,B,21,BHI,10,10400000
J3-0153,C,21,BHI,10,45700000
J3-0155,A,21,BHI,10,2.30E+07
J3-0155,B,21,BHI,10,77200000
J3-0155,C,21,BHI,10,16100000
J3-0159,A,21,BHI,10,3400000
J3-0159,B,21,BHI,10,3960000
J3-0159,C,21,BHI,10,3740000
R5-0636,A,21,BHI,10,3.15E+08
R5-0636,B,21,BHI,10,1.28E+08
R5-0636,C,21,BHI,10,3.37E+08
R5-0883,A,21,BHI,10,1.23E+08
R5-0883,B,21,BHI,10,1.42E+08
R5-0883,C,21,BHI,10,3.72E+08
R5-0923,A,21,BHI,10,899000
R5-0923,B,21,BHI,10,3.23E+08
R5-0923,C,21,BHI,10,1.47E+08
R5-0937,A,21,BHI,10,4310000
R5-0937,B,21,BHI,10,83100000
R5-0937,C,21,BHI,10,1.24E+08
F4-0085,A,21,SMB,10,23100000
F4-0085,B,21,SMB,10,38900000
F4-0085,C,21,SMB,10,22400000
F4-0126,A,21,SMB,10,19100000
F4-0126,B,21,SMB,10,19200000
F4-0126,C,21,SMB,10,12900000
F4-0134,A,21,SMB,10,26100000
F4-0134,B,21,SMB,10,27400000
F4-0134,C,21,SMB,10,32800000
F4-0152,A,21,SMB,10,14400000
F4-0152,B,21,SMB,10,25800000
F4-0152,C,21,SMB,10,59500000
F4-0242,A,21,SMB,10,58700000
F4-0242,B,21,SMB,10,31100000
F4-0242,C,21,SMB,10,2.40E+07
H3-0280,A,21,SMB,10,0
H3-0280,B,21,SMB,10,10900000
H3-0280,C,21,SMB,10,11200000
H3-0287,A,21,SMB,10,6700000
H3-0287,B,21,SMB,10,6890000
H3-0287,C,21,SMB,10,11700000
H3-0464,A,21,SMB,10,0
H3-0464,B,21,SMB,10,63000
H3-0464,C,21,SMB,10,0
H3-0465,A,21,SMB,10,22400000
H3-0465,B,21,SMB,10,23700000
H3-0465,C,21,SMB,10,8390000
H7-0433,A,21,SMB,10,13600000
H7-0433,B,21,SMB,10,8890000
H7-0433,C,21,SMB,10,9310000
H7-0443,A,21,SMB,10,15200000
H7-0443,B,21,SMB,10,13600000
H7-0443,C,21,SMB,10,22500000
H7-0604,A,21,SMB,10,14900000
H7-0604,B,21,SMB,10,4.00E+06
H7-0604,C,21,SMB,10,7080000
H7-0694,A,21,SMB,10,9150000
H7-0694,B,21,SMB,10,11200000
H7-0694,C,21,SMB,10,3740000
H7-0710,A,21,SMB,10,8280000
H7-0710,B,21,SMB,10,7980000
H7-0710,C,21,SMB,10,8890000
H7-0713,A,21,SMB,10,6160000
H7-0713,B,21,SMB,10,9640000
H7-0713,C,21,SMB,10,4260000
H7-0718,A,21,SMB,10,44300000
H7-0718,B,21,SMB,10,4.30E+07
H7-0718,C,21,SMB,10,64800000
H7-0918,A,21,SMB,10,41100000
H7-0918,B,21,SMB,10,36100000
H7-0918,C,21,SMB,10,43200000
H8-0069,A,21,SMB,10,3.50E+07
H8-0069,B,21,SMB,10,38700000
H8-0069,C,21,SMB,10,1.00E+07
H8-0147,A,21,SMB,10,2.60E+07
H8-0147,B,21,SMB,10,1.10E+07
H8-0147,C,21,SMB,10,20100000
H8-0175,A,21,SMB,10,20900000
H8-0175,B,21,SMB,10,20500000
H8-0175,C,21,SMB,10,2.10E+07
H8-0237,A,21,SMB,10,27400000
H8-0237,B,21,SMB,10,20400000
H8-0237,C,21,SMB,10,16800000
J3-0153,A,21,SMB,10,9560000
J3-0153,B,21,SMB,10,660000
J3-0153,C,21,SMB,10,8.00E+05
J3-0155,A,21,SMB,10,34700000
J3-0155,B,21,SMB,10,2.60E+07
J3-0155,C,21,SMB,10,2.10E+07
J3-0159,A,21,SMB,10,11400000
J3-0159,B,21,SMB,10,1.60E+07
J3-0159,C,21,SMB,10,6700000
R5-0636,A,21,SMB,10,1170000
R5-0636,B,21,SMB,10,1.30E+08
R5-0636,C,21,SMB,10,4810000
R5-0883,A,21,SMB,10,13400000
R5-0883,B,21,SMB,10,16200000
R5-0883,C,21,SMB,10,37900000
R5-0923,A,21,SMB,10,13400000
R5-0923,B,21,SMB,10,1.34E+08
R5-0923,C,21,SMB,10,1.32E+08
R5-0937,A,21,SMB,10,1.10E+07
R5-0937,B,21,SMB,10,4250000
R5-0937,C,21,SMB,10,5780000
